id,y_pred
0,112.45390070057225
1,90.52085334393094
2,78.43082873877616
3,53.94785017935107
4,53.15697043293468
5,52.71252416898209
6,58.83718210817433
7,57.013107661952695
8,54.63272884865238
9,53.32926906959296
10,41.124817729335106
11,43.173721756096676
12,43.7867051525271
13,46.99422177241044
14,47.66508578501512
15,49.12567132829126
16,49.50464888184772
17,50.55551374103516
18,51.45219406125208
19,51.894734693856364
20,118.2247424668338
21,129.4532568583111
22,128.17326136750108
23,110.77318504417342
24,109.14316511366877
25,108.9600447283349
26,107.6081805714953
27,108.9293695235154
28,111.20672066909286
29,112.6563860677439
30,135.3168043200273
31,148.84311847177722
32,159.30364674146657
33,156.8200448049853
34,160.95272156359496
35,164.52459892865429
36,165.86739466673347
37,165.02318525352095
38,166.74215581380136
39,169.27314797857525
40,14.480954992693977
41,10.904975686711545
42,9.898446873235416
43,13.573907522165936
44,14.005302720944796
45,14.30642926826968
46,15.623926781658518
47,14.784712891626292
48,16.01364344195426
49,17.25478717163185
50,20.590344182119544
51,25.033055596401994
52,27.96613354772309
53,28.977513863379627
54,28.805076485743427
55,29.952034286272486
56,29.398518211200187
57,29.54832793914011
58,29.795313602668497
59,30.51152777746409
60,149.6641013229535
61,172.53772290375753
62,194.29588073036066
63,203.426339767378
64,210.9375243886603
65,213.95329603815333
66,213.11721549146068
67,215.6180492607083
68,216.11304904560805
69,216.88623386127148
70,29.496131324543416
71,38.3497705952647
72,48.24127823386246
73,56.58397612948485
74,62.89632468528368
75,78.6425579062814
76,69.58221742679969
77,56.35365428999462
78,60.87470388368924
79,58.75971755417379
80,0.4544299193323169
81,1.5599064439645205
82,0.47511432827616357
83,0.6769226951802956
84,0.6981981095006811
85,0.7095121797358641
86,0.7164956943698096
87,0.8934486468759385
88,0.890234222975972
89,0.9060427847484164
90,94.10707723993204
91,111.70429469866565
92,119.84331517000567
93,117.48790798481906
94,120.47134887412196
95,121.9064549816373
96,121.38352293152845
97,122.54051008067837
98,122.69160446490616
99,125.69854831848316
100,12.153349132650568
101,14.853661719580305
102,18.74675358220884
103,20.42946950661548
104,19.33127452365264
105,19.56268401019599
106,20.146461661472358
107,19.18461012759826
108,20.17417203081512
109,20.6769848044799
110,40.43810793590617
111,44.58721218337436
112,47.99431521220971
113,48.52267413720552
114,46.287878289864494
115,46.77046291114531
116,46.40153338953244
117,46.27166351138948
118,46.62048231883806
119,45.63324631469463
120,123.05939268513785
121,132.89054403725504
122,126.98632779640387
123,129.08862364863387
124,132.02469674145559
125,133.1840523162166
126,133.99008774580935
127,137.33286764086373
128,139.29573148908017
129,141.50262386649803
130,159.46735937950749
131,179.60478013101294
132,194.96440851331892
133,199.44913148503343
134,201.3347184507142
135,204.6000716044099
136,204.24469901821092
137,209.67172711227414
138,214.71613523769815
139,217.60284869371674
140,170.61613719677206
141,147.99986998854553
142,125.281938455237
143,124.71655136213607
144,121.06635983848479
145,122.02931578715868
146,121.07903250665454
147,124.65257149025406
148,129.30752100846053
149,129.19882510040873
150,11.949007793830607
151,17.36288409781602
152,21.851762446029834
153,24.721303313936318
154,24.90774431934516
155,25.872942416728378
156,26.31128919997268
157,26.39769293433219
158,27.177660739040697
159,27.17678684417227
160,275.9593442147491
161,276.53047781422316
162,269.58236375017333
163,248.28275641032798
164,244.11325479123315
165,243.99330793616508
166,243.2705806437076
167,247.7720719429879
168,250.30979082683544
169,249.13457346564707
170,20.117001495756707
171,17.502279257612134
172,15.87719677277753
173,17.370285771498224
174,18.0314311728469
175,20.356349121201728
176,21.128830884707142
177,21.568156119888123
178,22.059600288146022
179,22.724074905662647
180,135.79389469355874
181,164.13604173665732
182,178.58982980155486
183,182.30278706793536
184,180.89245392143616
185,182.11389299643722
186,183.09600518188037
187,184.58118993208706
188,186.87923367566358
189,184.27579335594203
190,33.050983826068105
191,47.079062046609295
192,59.52784468776294
193,67.94947445875428
194,70.20299897900426
195,69.29992563785517
196,67.3910520784624
197,66.08333102426651
198,67.77279854862658
199,67.36598552627923
200,47.92869191808215
201,48.79210872678429
202,49.098646114061076
203,51.20846277032144
204,53.202831044479
205,55.50299027482064
206,56.419143188200096
207,57.445635123103926
208,57.97186723963274
209,58.91866948737874
210,34.08907894215449
211,32.79154181324761
212,32.36393610047374
213,34.04125886436845
214,35.63174060255482
215,37.82509447439283
216,39.13788903397754
217,39.58908632406191
218,41.27401847383104
219,43.02048022961993
220,75.63443950842039
221,85.0827431188091
222,85.55611058598117
223,97.23590283188997
224,102.90016220073736
225,108.02211924695558
226,108.43438984944856
227,111.22873485980824
228,112.79969437464658
229,113.77039117524083
230,22.437154700340805
231,23.34654444045621
232,25.902215058861273
233,29.889899234322883
234,31.425803486945856
235,33.31822885295993
236,32.984664925030806
237,34.914417892113036
238,36.0674186027219
239,36.69160715251161
240,25.098952470219384
241,23.602328361605597
242,18.79372400484437
243,17.445009860869906
244,17.741854427841623
245,19.368800509086135
246,20.652475318457913
247,20.56108984889523
248,21.01050773323258
249,21.639316468481894
250,128.6833285501575
251,148.16372255905608
252,162.24858975308348
253,172.03085450384285
254,174.08268625143853
255,173.21551313039
256,169.70989757006734
257,171.58007355904454
258,172.04511933463752
259,175.36761025065098
260,11.268169176564141
261,10.222797040551502
262,7.824182350961227
263,8.987649798019788
264,9.15737470651521
265,10.244049034731027
266,10.11036726400397
267,10.305142524042886
268,10.418432300774565
269,9.982377824281786
270,215.11050898467929
271,231.35419535898896
272,216.08731753671194
273,218.44304666380728
274,223.37671250678022
275,226.17491036073238
276,223.92999121482956
277,228.56569122953306
278,231.12035337691782
279,233.7752734913713
280,18.518416580927703
281,21.228151968186243
282,22.38876827581021
283,23.91511436102514
284,24.668799273255424
285,26.47351295110615
286,27.17644292260269
287,27.066844240530585
288,27.0729815989962
289,27.171310537535085
290,26.994134402783494
291,33.029701652696644
292,44.22177177508892
293,50.86618122841095
294,52.815958019130534
295,54.38282362514478
296,52.83551802322856
297,52.760803800918396
298,52.822268908860174
299,52.2502008209624
300,34.20548934341086
